Time	Open	High	Low	Close	Volume
2018-04-05 13:00:00	289.008	295.122	288.498	292.938	37	494
2018-04-05 14:00:00	292.938	296.837	292.387	296.498	60	154
2018-04-05 15:00:00	296.508	302.175	296.508	300.577	60	184
2018-04-05 16:00:00	300.577	302.527	297.657	299.767	60	185
2018-04-05 17:00:00	299.777	301.198	296.197	299.998	60	216
2018-04-05 18:00:00	300.117	305.478	298.547	303.988	60	186
2018-04-05 19:00:00	303.988	306.068	303.197	305.677	60	124
2018-04-06 13:00:00	300.498	306.368	298.538	306.367	31	604
2018-04-06 14:00:00	306.367	309.128	296.408	298.198	60	146
2018-04-06 15:00:00	298.137	305.478	296.307	304.488	60	155
2018-04-06 16:00:00	304.497	307.607	302.798	304.468	60	286
2018-04-06 17:00:00	304.467	305.367	297.997	299.347	60	276
2018-04-06 18:00:00	299.327	301.845	295.417	296.097	60	106
2018-04-06 19:00:00	296.198	300.348	295.917	299.577	60	244
2018-04-09 13:00:00	300.308	306.878	300.307	305.017	30	564
2018-04-09 14:00:00	305.018	309.267	302.998	304.827	60	474
2018-04-09 15:00:00	304.818	305.857	301.468	301.797	60	155
2018-04-09 16:00:00	301.797	302.407	296.557	299.018	60	326
2018-04-09 17:00:00	299.018	300.118	293.277	296.228	60	215
2018-04-09 18:00:00	296.427	298.767	295.328	296.928	60	306
2018-04-09 19:00:00	296.937	297.168	289.207	289.667	60	196
2018-04-10 13:00:00	298.398	299.975	293.668	298.757	30	574
2018-04-10 14:00:00	298.737	304.277	298.737	301.898	60	346
2018-04-10 15:00:00	301.898	306.098	301.108	304.678	60	95
2018-04-10 16:00:00	304.697	305.702	302.007	304.068	60	206
2018-04-10 17:00:00	304.048	305.937	303.497	305.798	60	124
2018-04-10 18:00:00	305.798	306.047	302.697	305.998	60	194
2018-04-10 19:00:00	305.997	307.018	302.657	304.675	60	116
2018-04-11 13:00:00	300.147	307.007	299.657	306.328	30	656
2018-04-11 14:00:00	306.327	308.838	302.367	302.547	60	176
2018-04-11 15:00:00	302.648	306.567	302.647	305.917	60	234
2018-04-11 16:00:00	306.075	306.91	302.308	303.367	60	58
2018-04-11 17:00:00	303.367	305.837	303.148	304.557	60	336
2018-04-11 18:00:00	304.557	305.297	301.127	303.347	60	255
2018-04-11 19:00:00	303.348	303.388	299.817	300.947	60	194
2018-04-12 13:00:00	301.998	303.755	295.157	296.958	30	804
2018-04-12 14:00:00	297.007	299.827	293.677	294.697	60	196
2018-04-12 15:00:00	294.89	299.268	293.997	297.427	60	93
2018-04-12 16:00:00	297.438	297.868	295.197	297.318	60	194
2018-04-12 17:00:00	297.418	299.14	296.528	297.118	60	44
2018-04-12 18:00:00	297.118	299.348	296.867	297.977	60	224
2018-04-12 19:00:00	297.977	299.997	293.888	294.067	60	116
2018-04-13 13:00:00	303.477	303.717	297.347	299.588	30	166
2018-04-13 14:00:00	299.597	301.675	296.047	300.327	60	256
2018-04-13 15:00:00	300.327	301.4	297.617	299.748	60	106
2018-04-13 16:00:00	299.747	301.638	299.667	301.457	60	426
2018-04-13 17:00:00	301.458	302.268	300.217	302.228	60	194
2018-04-13 18:00:00	302.208	303.327	299.177	299.938	60	144
2018-04-13 19:00:00	299.838	300.608	295.978	300.208	60	175
2018-04-16 13:00:00	298.997	299.478	289.707	289.997	30	686
2018-04-16 14:00:00	290.027	293.498	289.307	291.538	60	176
2018-04-16 15:00:00	291.668	292.287	289.007	289.868	60	194
2018-04-16 16:00:00	289.868	295.297	289.847	295.057	60	164
2018-04-16 17:00:00	295.058	295.658	292.007	292.997	60	144
2018-04-16 18:00:00	293.048	293.427	290.208	290.677	60	85
2018-04-16 19:00:00	290.678	291.858	290.188	291.208	60	124
2018-04-17 13:00:00	287.747	288.297	282.497	283.408	30	506
2018-04-17 14:00:00	283.417	289.495	283.417	287.267	60	816
2018-04-17 15:00:00	287.267	292.048	287.267	290.338	60	276
2018-04-17 16:00:00	290.428	290.587	288.337	289.508	60	94
2018-04-17 17:00:00	289.507	290.998	288.397	289.197	60	116
2018-04-17 18:00:00	289.258	289.715	287.448	288.307	60	194
2018-04-17 19:00:00	288.217	288.457	285.917	287.685	60	226
2018-04-18 13:00:00	291.067	299.955	288.158	297.507	30	436
2018-04-18 14:00:00	297.547	298.948	294.497	294.737	60	246
2018-04-18 15:00:00	294.925	297.097	294.507	294.827	60	77
2018-04-18 16:00:00	294.888	295.598	292.277	293.117	60	64
2018-04-18 17:00:00	293.118	294.438	292.987	293.798	60	204
2018-04-18 18:00:00	293.798	294.078	291.167	291.238	60	204
2018-04-18 19:00:00	291.237	293.808	291.237	293.347	60	206
2018-04-19 13:00:00	291.007	291.928	288.497	291.738	30	486
2018-04-19 14:00:00	291.907	294.807	289.558	294.137	60	95
2018-04-19 15:00:00	294.077	295.758	293.287	294.318	60	186
2018-04-19 16:00:00	294.307	297.138	293.228	296.977	60	296
2018-04-19 17:00:00	296.977	299.207	294.838	298.527	60	136
2018-04-19 18:00:00	298.528	299.877	297.027	299.827	60	224
2018-04-19 19:00:00	299.818	300.957	298.177	300.127	60	164
2018-04-20 13:00:00	294.997	298.847	294.997	298.587	30	196
2018-04-20 14:00:00	298.668	299.828	295.627	296.548	60	214
2018-04-20 15:00:00	296.527	296.788	294.257	295.127	60	125
2018-04-20 16:00:00	295.327	295.432	292.397	293.148	60	176
2018-04-20 17:00:00	293.147	294.697	292.838	293.078	60	316
2018-04-20 18:00:00	293.037	293.127	291.147	291.688	60	195
2018-04-20 19:00:00	291.688	291.688	289.747	290.177	60	114
2018-04-23 13:00:00	291.098	291.308	284.547	287.488	30	604
2018-04-23 14:00:00	287.507	288.727	285.167	287.878	60	246
2018-04-23 15:00:00	287.898	290.498	287.127	289.988	60	244
2018-04-23 16:00:00	289.987	290.008	286.597	287.278	60	206
2018-04-23 17:00:00	287.288	288.058	283.747	284.627	60	274
2018-04-23 18:00:00	284.627	284.977	282.307	283.007	60	356
2018-04-23 19:00:00	283.008	284.847	282.397	283.418	60	394
2018-04-24 13:00:00	284.997	285.588	281.247	284.768	30	856
2018-04-24 14:00:00	284.907	286.928	281.747	282.817	60	296
2018-04-24 15:00:00	282.818	283.087	278.797	280.938	60	314
2018-04-24 16:00:00	280.938	282.647	279.008	279.058	60	205
2018-04-24 17:00:00	279.057	283.53	278.367	282.677	60	156
2018-04-24 18:00:00	282.657	285.418	279.588	284.577	60	86
2018-04-24 19:00:00	284.397	286.128	282.398	283.398	60	286
2018-04-25 13:00:00	283.488	285.147	279.587	279.587	30	414
2018-04-25 14:00:00	279.467	282.467	277.207	282.228	60	375
2018-04-25 15:00:00	282.257	284.518	279.737	279.897	60	246
2018-04-25 16:00:00	279.897	282.387	279.497	281.068	60	276
2018-04-25 17:00:00	281.067	282.078	277.967	278.788	60	356
2018-04-25 18:00:00	278.797	280.408	278.467	280.338	60	216
2018-04-25 19:00:00	280.337	281.037	279.067	280.668	60	266
2018-04-26 13:00:00	278.448	279.967	276.487	279.347	30	884
2018-04-26 14:00:00	279.337	284.855	278.777	282.08	60	266
2018-04-26 15:00:00	281.957	282.268	279.787	280.567	60	166
2018-04-26 16:00:00	280.568	282.977	279.937	282.558	60	114
2018-04-26 17:00:00	282.557	282.707	280.997	282.297	60	186
2018-04-26 18:00:00	282.298	284.538	282.097	283.248	60	225
2018-04-26 19:00:00	283.308	285.747	282.917	285.428	60	214
2018-04-27 13:00:00	284.388	288.247	283.778	286.957	30	1124
2018-04-27 14:00:00	286.718	288.485	283.897	285.037	60	475
2018-04-27 15:00:00	285.038	287.95	285.027	285.997	60	464
2018-04-27 16:00:00	286.008	290.818	285.998	289.987	60	405
2018-04-27 17:00:00	289.987	292.458	289.917	291.518	60	205
2018-04-27 18:00:00	291.527	293.978	291.108	293.227	60	235
2018-04-27 19:00:00	293.228	294.398	291.937	293.928	60	204
2018-04-30 13:00:00	293.577	298.608	292.728	297.578	30	426
2018-04-30 14:00:00	297.578	297.698	294.628	295.288	60	175
2018-04-30 15:00:00	295.297	297.548	294.777	295.178	60	365
2018-04-30 16:00:00	295.178	295.778	293.307	294.168	60	304
2018-04-30 17:00:00	294.178	296.498	294.177	295.847	60	435
2018-04-30 18:00:00	295.847	296.507	294.347	295.958	60	315
2018-04-30 19:00:00	295.977	296.577	292.498	293.857	60	275
2018-05-01 13:00:00	293.188	298.177	293.077	297.887	30	334
2018-05-01 14:00:00	297.887	298.368	294.477	294.478	60	476
2018-05-01 15:00:00	294.478	295.818	293.308	294.487	60	395
2018-05-01 16:00:00	294.637	296.658	294.548	295.428	60	75
2018-05-01 17:00:00	295.437	295.638	294.098	295.438	60	145
2018-05-01 18:00:00	295.438	296.828	294.657	296.727	60	304
2018-05-01 19:00:00	296.727	300.777	296.497	299.408	60	196
2018-05-02 13:00:00	298.507	302.497	297.887	299.287	30	306
2018-05-02 14:00:00	299.297	301.635	299.297	299.937	60	196
2018-05-02 15:00:00	299.938	301.727	299.107	300.448	60	174
2018-05-02 16:00:00	300.437	300.888	297.978	299.178	60	305
2018-05-02 17:00:00	299.178	302.388	298.687	302.388	60	84
2018-05-02 18:00:00	302.388	306.808	302.297	304.988	60	84
2018-05-02 19:00:00	304.987	305.707	300.887	300.998	60	106
2018-05-03 13:00:00	278.697	285.698	276.748	282.398	30	116
2018-05-03 14:00:00	282.348	284.308	277.977	279.208	61	144
2018-05-03 15:00:00	279.107	280.518	275.197	276.478	60	386
2018-05-03 16:00:00	276.478	281.347	275.987	281.267	60	324
2018-05-03 17:00:00	281.267	283.937	280.017	282.768	60	176
2018-05-03 18:00:00	282.707	284.597	280.777	284.058	60	236
2018-05-03 19:00:00	284.058	285.957	283.277	284.377	60	154
2018-05-04 13:00:00	282.778	283.527	279.657	282.687	30	484
2018-05-04 14:00:00	282.677	289.228	281.787	287.608	60	236
2018-05-04 15:00:00	287.658	288.247	285.737	286.318	60	385
2018-05-04 16:00:00	286.318	288.768	285.268	288.027	60	194
2018-05-04 17:00:00	288.028	291.768	287.777	290.907	60	65
2018-05-04 18:00:00	290.978	296.768	290.507	295.777	60	125
2018-05-04 19:00:00	295.777	296.758	293.207	293.888	60	135
2018-05-07 13:00:00	297.477	299.687	295.088	297.088	30	536
2018-05-07 14:00:00	297.078	302.118	295.437	300.587	60	184
2018-05-07 15:00:00	300.578	304.998	300.188	304.148	60	214
2018-05-07 16:00:00	304.147	305.878	302.757	303.477	60	186
2018-05-07 17:00:00	303.488	303.648	301.737	302.348	60	144
2018-05-07 18:00:00	302.417	303.068	299.277	299.598	60	96
2018-05-07 19:00:00	299.597	303.548	299.247	302.718	60	156
2018-05-08 13:00:00	300.238	307.048	300.238	305.148	30	774
2018-05-08 14:00:00	305.148	307.71	305.077	305.647	60	285
2018-05-08 15:00:00	305.638	306.898	303.097	303.097	60	155
2018-05-08 16:00:00	303.097	303.527	298.987	300.408	60	256
2018-05-08 17:00:00	300.407	302.338	300.207	300.618	60	496
2018-05-08 18:00:00	300.618	302.798	299.617	299.948	60	315
2018-05-08 19:00:00	299.947	303.457	299.507	301.968	60	186
2018-05-09 13:00:00	299.987	304.858	299.987	302.308	30	826
2018-05-09 14:00:00	302.317	303.578	301.047	301.227	60	306
2018-05-09 15:00:00	301.227	302.757	300.017	302.087	60	236
2018-05-09 16:00:00	302.088	302.858	301.267	301.538	60	154
2018-05-09 17:00:00	301.538	302.138	300.417	301.598	60	224
2018-05-09 18:00:00	301.598	303.498	301.228	303.408	60	204
2018-05-09 19:00:00	303.397	306.967	303.027	306.718	60	175
2018-05-10 13:00:00	307.187	312.778	306.147	308.757	30	816
2018-05-10 14:00:00	308.927	309.328	306.187	307.197	60	96
2018-05-10 15:00:00	307.208	308.41	306.837	307.837	60	344
2018-05-10 16:00:00	307.827	309.367	307.547	307.637	60	155
2018-05-10 17:00:00	307.627	308.758	306.997	307.477	60	216
2018-05-10 18:00:00	307.567	307.778	304.087	306.217	60	126
2018-05-10 19:00:00	306.218	306.268	304.488	304.857	60	124
2018-05-11 13:00:00	306.988	308.777	302.137	303.708	30	664
2018-05-11 14:00:00	303.707	305.432	302.398	304.807	60	276
2018-05-11 15:00:00	304.827	304.828	299.857	301.317	60	156
2018-05-11 16:00:00	301.318	301.617	299.027	299.808	60	134
2018-05-11 17:00:00	299.808	301.158	299.687	300.348	60	194
2018-05-11 18:00:00	300.347	301.228	299.678	301.217	60	246
2018-05-11 19:00:00	301.217	302.198	300.287	301.018	60	185
2018-05-14 13:00:00	302.998	304.868	300.097	300.167	30	714
2018-05-14 14:00:00	300.168	303.978	298.478	303.078	60	244
2018-05-14 15:00:00	303.038	303.067	299.027	299.478	60	215
2018-05-14 16:00:00	299.478	300.338	296.867	296.878	60	225
2018-05-14 17:00:00	296.878	297.068	294.987	295.267	60	124
2018-05-14 18:00:00	295.268	295.538	293.587	293.987	60	204
2018-05-14 19:00:00	293.988	294.937	291.597	291.848	60	184
2018-05-15 13:00:00	284.997	285.688	280.477	283.407	30	816
2018-05-15 14:00:00	283.398	286.892	283.257	284.697	60	234
2018-05-15 15:00:00	284.698	284.977	281.288	281.507	60	194
2018-05-15 16:00:00	281.628	284.338	281.347	283.218	60	134
2018-05-15 17:00:00	283.352	283.688	281.877	281.998	60	60
2018-05-15 18:00:00	281.997	284.592	281.008	281.188	60	166
2018-05-15 19:00:00	281.207	284.378	280.987	284.228	60	156
2018-05-16 13:00:00	283.138	286.315	281.537	285.978	30	874
2018-05-16 14:00:00	285.978	286.597	282.567	282.687	60	225
2018-05-16 15:00:00	282.797	284.327	281.697	284.327	60	76
2018-05-16 16:00:00	284.328	284.898	283.807	284.248	60	264
2018-05-16 17:00:00	284.247	284.808	282.767	283.668	60	146
2018-05-16 18:00:00	283.667	288.767	283.487	288.577	60	216
2018-05-16 19:00:00	288.578	288.578	285.717	286.457	60	164
2018-05-17 13:00:00	285.297	287.852	284.787	285.767	30	916
2018-05-17 14:00:00	285.758	288.778	285.757	287.258	60	224
2018-05-17 15:00:00	287.307	289.108	286.677	287.038	60	225
2018-05-17 16:00:00	287.038	287.567	285.087	285.628	60	164
2018-05-17 17:00:00	285.658	286.805	284.477	284.478	60	145
2018-05-17 18:00:00	284.478	285.8	283.947	285.378	60	154
2018-05-17 19:00:00	285.368	286.678	283.947	284.397	60	275
2018-05-18 13:00:00	284.328	284.328	281.777	282.327	30	1075
2018-05-18 14:00:00	282.327	282.988	279.097	280.067	60	316
2018-05-18 15:00:00	280.067	280.567	276.448	276.908	60	255
2018-05-18 16:00:00	276.858	277.367	273.977	277.027	60	154
2018-05-18 17:00:00	277.027	277.287	275.457	275.728	60	236
2018-05-18 18:00:00	275.728	277.118	275.457	276.607	60	135
2018-05-18 19:00:00	276.608	277.157	276.207	276.798	60	155
2018-05-21 13:00:00	281.288	287.658	281.277	286.998	30	54
2018-05-21 14:00:00	286.987	291.338	285.867	290.597	60	285
2018-05-21 15:00:00	290.598	291.328	286.678	287.957	60	254
2018-05-21 16:00:00	287.957	288.288	283.587	283.798	60	286
2018-05-21 17:00:00	283.797	285.178	283.647	283.747	60	176
2018-05-21 18:00:00	283.748	284.647	282.137	282.287	60	214
2018-05-21 19:00:00	282.288	284.447	281.977	284.437	60	214
2018-05-22 13:00:00	286.887	287.858	280.237	280.238	30	1006
2018-05-22 14:00:00	280.238	280.988	275.637	278.818	60	174
2018-05-22 15:00:00	278.697	278.838	274.737	276.888	60	196
2018-05-22 16:00:00	276.887	277.028	274.837	275.497	60	306
2018-05-22 17:00:00	275.507	276.197	274.987	275.107	60	136
2018-05-22 18:00:00	275.108	275.828	273.387	275.688	60	244
2018-05-22 19:00:00	275.697	276.577	274.497	274.898	60	116
2018-05-23 13:00:00	277.467	279.658	275.137	275.718	30	316
2018-05-23 14:00:00	275.757	277.138	275.218	276.258	60	236
2018-05-23 15:00:00	276.237	276.888	275.427	275.447	60	186
2018-05-23 16:00:00	275.448	275.798	273.987	275.038	60	204
2018-05-23 17:00:00	275.038	275.137	274.237	274.648	60	224
2018-05-23 18:00:00	274.647	277.908	274.557	277.617	60	136
2018-05-23 19:00:00	277.648	279.098	276.507	279.038	60	114
2018-05-24 13:00:00	278.387	278.387	274.967	275.787	30	156
2018-05-24 14:00:00	275.787	277.538	275.487	276.918	60	366
2018-05-24 15:00:00	276.918	279.328	276.717	278.487	60	94
2018-05-24 16:00:00	278.477	281.037	278.207	279.887	60	255
2018-05-24 17:00:00	279.877	280.128	277.817	278.647	60	236
2018-05-24 18:00:00	278.648	278.908	277.477	278.367	60	174
2018-05-24 19:00:00	278.357	279.097	277.407	277.747	60	156
2018-05-25 13:00:00	277.568	278.747	275.567	277.908	30	184
2018-05-25 14:00:00	277.908	278.988	276.737	278.287	60	214
2018-05-25 15:00:00	278.288	278.588	277.257	277.527	60	144
2018-05-25 16:00:00	277.528	278.078	276.787	276.928	60	194
2018-05-25 17:00:00	276.927	277.208	276.587	276.787	60	136
2018-05-25 18:00:00	276.777	277.758	276.607	276.737	60	116
2018-05-25 19:00:00	276.738	279.587	276.607	278.838	60	174
2018-05-29 13:00:00	276.787	279.298	276.168	278.527	30	2486
2018-05-29 14:00:00	278.528	286.378	278.437	285.087	60	204
2018-05-29 15:00:00	285.087	285.307	280.647	280.648	60	126
2018-05-29 16:00:00	280.647	282.998	279.597	282.688	60	246
2018-05-29 17:00:00	282.688	283.837	281.757	283.487	60	244
2018-05-29 18:00:00	283.488	283.747	281.687	281.838	60	274
2018-05-29 19:00:00	281.868	284.078	281.728	283.477	60	294
2018-05-30 13:00:00	282.007	285.508	281.537	285.278	30	1616
2018-05-30 14:00:00	285.278	286.047	283.688	284.688	60	194
2018-05-30 15:00:00	284.667	287.918	284.298	286.628	60	276
2018-05-30 16:00:00	286.628	292.318	286.187	292.297	60	164
2018-05-30 17:00:00	292.288	294.928	290.597	290.858	60	124
2018-05-30 18:00:00	290.857	292.097	290.238	291.107	60	306
2018-05-30 19:00:00	291.108	292.468	290.778	291.717	60	204
2018-05-31 13:00:00	287.248	290.228	286.667	288.118	30	264
2018-05-31 14:00:00	288.308	288.418	284.727	285.587	60	104
2018-05-31 15:00:00	285.547	287.298	285.007	287.138	60	206
2018-05-31 16:00:00	287.177	287.177	285.008	286.198	60	135
2018-05-31 17:00:00	286.248	286.378	283.667	283.667	60	194
2018-05-31 18:00:00	283.667	285.228	282.927	284.088	60	86
2018-05-31 19:00:00	284.087	285.947	283.497	284.718	60	166
2018-06-01 13:00:00	285.787	288.208	283.788	286.817	30	336
2018-06-01 14:00:00	286.987	288.762	285.167	287.717	60	166
2018-06-01 15:00:00	287.798	291.787	287.717	290.887	60	194
2018-06-01 16:00:00	290.888	291.018	288.598	289.438	60	164
2018-06-01 17:00:00	289.437	290.887	289.327	289.797	60	266
2018-06-01 18:00:00	289.848	291.178	289.077	290.707	60	124
2018-06-01 19:00:00	290.727	291.898	289.868	291.668	60	126
2018-06-04 13:00:00	294.288	298.927	293.507	297.727	30	84
2018-06-04 14:00:00	297.717	298.655	294.837	295.187	60	236
2018-06-04 15:00:00	295.187	297.098	295.187	296.948	60	256
2018-06-04 16:00:00	296.947	298.828	296.947	298.017	60	166
2018-06-04 17:00:00	298.018	298.078	295.647	296.497	60	214
2018-06-04 18:00:00	296.558	297.257	295.727	296.827	60	104
2018-06-04 19:00:00	296.828	297.248	296.287	296.687	60	184
2018-06-05 13:00:00	296.988	297.697	292.768	294.788	30	774
2018-06-05 14:00:00	294.788	294.857	289.137	289.497	60	174
2018-06-05 15:00:00	289.498	290.097	287.688	288.227	60	164
2018-06-05 16:00:00	288.227	288.758	286.717	287.797	60	136
2018-06-05 17:00:00	287.857	289.928	287.107	289.827	60	106
2018-06-05 18:00:00	289.797	291.288	288.837	291.278	60	135
2018-06-05 19:00:00	291.277	291.557	289.627	291.118	60	126
2018-06-06 13:00:00	300.498	307.967	297.438	305.778	30	214
2018-06-06 14:00:00	305.762	307.668	303.497	307.217	60	130
2018-06-06 15:00:00	307.207	310.948	306.637	310.718	60	95
2018-06-06 16:00:00	310.717	314.868	309.987	311.857	60	176
2018-06-06 17:00:00	311.858	313.497	311.198	312.957	60	154
2018-06-06 18:00:00	312.958	317.388	312.487	317.018	60	194
2018-06-06 19:00:00	317.037	321.988	316.787	319.407	60	156
2018-06-07 13:00:00	315.987	329.968	315.978	326.648	30	126
2018-06-07 14:00:00	326.638	327.637	317.917	321.158	60	145
2018-06-07 15:00:00	321.168	324.937	320.197	322.347	60	184
2018-06-07 16:00:00	322.348	324.028	320.487	321.808	60	164
2018-06-07 17:00:00	321.817	322.957	316.337	316.338	60	196
2018-06-07 18:00:00	316.338	319.348	316.007	316.728	60	274
2018-06-07 19:00:00	316.727	317.548	313.557	315.958	60	196
2018-06-08 13:00:00	318.588	324.368	318.588	321.717	30	424
2018-06-08 14:00:00	321.717	321.978	317.427	320.058	60	286
2018-06-08 15:00:00	320.048	321.727	319.007	320.418	60	204
2018-06-08 16:00:00	320.417	320.958	318.787	318.997	60	196
2018-06-08 17:00:00	318.998	319.727	318.287	319.128	60	134
2018-06-08 18:00:00	319.137	320.677	317.487	317.738	60	176
2018-06-08 19:00:00	317.747	318.587	317.097	317.718	60	175
2018-06-11 13:00:00	322.487	329.078	322.477	327.947	30	516
2018-06-11 14:00:00	327.967	332.937	327.848	329.558	60	36
2018-06-11 15:00:00	329.738	329.967	328.208	329.007	60	115
2018-06-11 16:00:00	329.008	329.008	325.867	327.797	60	184
2018-06-11 17:00:00	327.798	331.297	327.237	331.277	60	94
2018-06-11 18:00:00	331.278	333.428	330.587	332.618	60	134
2018-06-11 19:00:00	332.707	334.647	331.988	331.988	60	55
2018-06-12 13:00:00	344.698	346.868	337.987	342.388	30	307
2018-06-12 14:00:00	342.387	347.217	342.147	344.688	60	216
2018-06-12 15:00:00	344.787	349.697	344.687	348.997	60	166
2018-06-12 16:00:00	348.998	354.507	348.877	353.337	60	144
2018-06-12 17:00:00	353.388	354.927	342.837	344.368	60	304
2018-06-12 18:00:00	344.367	345.128	338.237	340.287	60	486
2018-06-12 19:00:00	340.317	344.428	340.277	342.698	60	136
2018-06-13 13:00:00	346.057	346.342	339.787	341.138	30	136
2018-06-13 14:00:00	341.137	347.048	340.687	342.937	60	296
2018-06-13 15:00:00	342.938	346.487	342.897	345.438	60	234
2018-06-13 16:00:00	345.438	346.128	344.187	345.437	60	194
2018-06-13 17:00:00	345.428	345.638	344.267	344.898	60	174
2018-06-13 18:00:00	344.898	346.092	341.947	344.608	60	184
2018-06-13 19:00:00	344.607	346.537	342.997	344.768	60	176
2018-06-14 13:00:00	347.087	354.368	346.487	351.987	30	776
2018-06-14 14:00:00	352.108	353.94	350.307	350.788	60	324
2018-06-14 15:00:00	350.787	355.858	349.667	354.957	60	206
2018-06-14 16:00:00	354.968	355.948	352.867	352.868	60	134
2018-06-14 17:00:00	352.867	355.737	352.777	355.028	60	146
2018-06-14 18:00:00	355.038	355.748	354.487	354.568	60	74
2018-06-14 19:00:00	354.567	358.687	354.567	357.608	60	206
2018-06-15 13:00:00	353.998	359.808	351.088	359.588	30	954
2018-06-15 14:00:00	359.748	364.618	355.478	358.667	60	134
2018-06-15 15:00:00	358.668	359.838	356.267	358.528	60	194
2018-06-15 16:00:00	358.538	361.548	357.998	361.188	60	234
2018-06-15 17:00:00	361.187	361.457	358.788	359.027	60	216
2018-06-15 18:00:00	359.027	361.017	358.377	359.828	60	286
2018-06-15 19:00:00	359.738	359.987	357.687	357.937	60	194
2018-06-18 13:00:00	355.047	364.108	354.387	359.268	30	836
2018-06-18 14:00:00	359.287	363.697	358.987	362.517	60	196
2018-06-18 15:00:00	362.508	367.387	361.788	366.798	60	105
2018-06-18 16:00:00	366.977	373.557	366.097	368.617	60	145
2018-06-18 17:00:00	368.628	370.637	368.537	369.347	60	234
2018-06-18 18:00:00	369.347	369.818	366.477	367.857	60	156
2018-06-18 19:00:00	367.857	371.508	367.407	370.768	60	156
2018-06-19 13:00:00	365.167	369.898	352.788	353.697	30	276
2018-06-19 14:00:00	353.698	357.487	346.347	349.987	60	464
2018-06-19 15:00:00	349.977	356.827	349.017	356.197	60	185
2018-06-19 16:00:00	356.198	356.608	350.867	352.568	60	284
2018-06-19 17:00:00	352.578	354.418	352.287	353.458	60	194
2018-06-19 18:00:00	353.448	355.598	353.087	355.127	60	164
2018-06-19 19:00:00	355.147	355.998	351.788	352.538	60	136
2018-06-20 13:00:00	358.318	359.598	351.987	356.747	30	314
2018-06-20 14:00:00	356.977	358.828	353.987	356.467	60	236
2018-06-20 15:00:00	356.288	357.618	355.888	356.668	60	364
2018-06-20 16:00:00	356.678	357.207	354.287	355.508	60	184
2018-06-20 17:00:00	355.517	358.578	355.287	358.387	60	186
2018-06-20 18:00:00	358.418	364.358	357.867	362.397	58	194
2018-06-20 19:00:00	362.397	363.697	361.117	361.768	60	366
2018-06-21 13:00:00	360.988	365.938	357.768	358.828	30	1404
2018-06-21 14:00:00	358.707	358.708	348.987	350.797	60	306
2018-06-21 15:00:00	350.798	355.878	350.087	353.917	60	455
2018-06-21 16:00:00	353.977	354.288	351.137	351.498	60	176
2018-06-21 17:00:00	351.567	352.948	350.647	350.877	60	186
2018-06-21 18:00:00	350.907	351.368	348.098	348.197	60	176
2018-06-21 19:00:00	348.198	348.948	346.237	347.437	60	214
2018-06-22 13:00:00	351.047	352.038	341.108	343.668	30	506
2018-06-22 14:00:00	343.987	343.987	333.317	336.257	60	356
2018-06-22 15:00:00	336.258	340.528	335.537	338.797	60	174
2018-06-22 16:00:00	338.798	338.967	335.678	335.997	60	224
2018-06-22 17:00:00	335.998	337.318	335.167	336.187	60	174
2018-06-22 18:00:00	336.208	337.567	335.427	336.468	60	244
2018-06-22 19:00:00	336.468	336.488	331.987	333.518	60	204
2018-06-25 13:00:00	330.217	338.068	330.037	334.838	30	73
2018-06-25 14:00:00	334.838	336.167	327.988	332.967	60	415
2018-06-25 15:00:00	333.177	333.297	328.997	330.308	60	466
2018-06-25 16:00:00	330.197	331.487	327.487	331.328	60	406
2018-06-25 17:00:00	331.388	333.198	330.037	332.167	60	124
2018-06-25 18:00:00	332.177	333.758	330.558	331.387	60	386
2018-06-25 19:00:00	331.388	334.188	330.487	332.998	60	294
2018-06-26 13:00:00	335.497	337.327	332.277	333.427	30	716
2018-06-26 14:00:00	333.567	333.858	326.247	326.578	60	266
2018-06-26 15:00:00	326.578	329.258	325.787	328.507	60	305
2018-06-26 16:00:00	328.458	334.328	328.458	334.218	60	274
2018-06-26 17:00:00	334.258	337.078	333.798	335.997	60	234
2018-06-26 18:00:00	335.998	342.278	335.717	339.898	60	384
2018-06-26 19:00:00	339.897	343.447	339.117	341.988	60	176
2018-06-27 13:00:00	344.787	349.327	339.568	346.318	30	76
2018-06-27 14:00:00	346.508	350.658	346.007	347.488	60	604
2018-06-27 15:00:00	347.487	349.867	344.767	346.457	60	236
2018-06-27 16:00:00	346.458	348.567	343.158	345.138	60	224
2018-06-27 17:00:00	345.137	346.817	341.647	342.787	60	256
2018-06-27 18:00:00	342.788	344.817	341.537	342.408	60	374
2018-06-27 19:00:00	342.408	344.227	341.787	342.988	60	334
2018-06-28 13:00:00	348.038	354.577	346.097	352.817	30	674
2018-06-28 14:00:00	352.638	356.888	349.287	356.728	60	374
2018-06-28 15:00:00	356.688	356.878	353.018	353.578	60	214
2018-06-28 16:00:00	353.577	354.817	351.987	353.988	60	406
2018-06-28 17:00:00	353.987	356.247	353.887	355.057	60	316
2018-06-28 18:00:00	355.077	355.578	352.667	353.678	60	276
2018-06-28 19:00:00	353.668	354.028	348.487	349.958	60	145
2018-06-29 13:00:00	353.167	353.438	347.388	348.247	30	836
2018-06-29 14:00:00	348.237	351.368	345.597	350.827	60	456
2018-06-29 15:00:00	350.828	351.468	347.558	349.067	60	174
